id,Category,_Term,Description
1289,Exicon,Leg Wrecker,"Split pax into 2 groups. Separate groups at a distance as determined by Q (20-25 yards is a start). Group 1 does Lt. Dan's until they reach Group 2. Group 2 holds Al Gore. Upon arrival, Group 1 holds Al Gore while Group 2 Lt. Dan's back. Rinse and Repeat with Sumo Squats (and/or other leg exercises) instead of Lt. Dan's."
1290,Exicon,Legorama,A leg routine of unspecified composition.
1291,Exicon,Leprechaun Merkin,Start parallel to a curb or line. Do a merkin. Move left hand only to diamond position. Do Diamond merkin. Move right hand only to regular merkin. Do these alternating merkins until you make a full rainbow ending up parallel to the line on the other side. Find that gold at the end of the rainbow.
1292,Exicon,Lindsays aka Forties,"Lindsays are a high-rep variation of Elevens. You start with 30 reps of one exercise and 10 reps of another exercise OYO, then subtract 5 reps from the first exercise and add five reps from the second. Repeat OYO until you have 10 reps of the first exercise and 30 reps of the second. The sum must always add up to 40. Example: Lindsays with Dips and Merkins starts you with 30 Dips and 10 Merkins, then 25 Dips and 15 Merkins, then 20 Dips and 20 Merkins, then 15 Dips and 25 Merkins, then 10 Dips and 30 Merkins."
1293,Exicon,Little Manny Crunches,"Similar to LBCs except with some isometric activity: UP on 1, HOLD on 2 & 3, DOWN on 4"
1294,Exicon,Little Merkin Boy,"Play the Christmas song Little Drummer Boy by Bing Crosby. Hold plank and complete one Merkin every time you here ""Pa rum pum pum pum"". That is 3 minutes of plank and 21 Merkins. This is a great way to finish a Beatdown during the Christmas season."
1295,Exicon,Little Mermaid,"Lay on one side, one arm goes on the back of your head and the other on the ground.  Keep your legs together since we are mermaids and do a sideways sit-up where your elbow gets to your knees."
1296,Exicon,LL Cool J,"Pax performs Alternating Lunges (R-L), then a standard Burpee & finish with a Jump Squat = LL Cool J. The ""Cool"" part is the burpee."
1297,Exicon,London Bridge,"Starting position is plank with your head at the base of a wall. In Cadence move one hand up to the wall, then the other hand to the wall (so your balanced against the wall with both hands) then move one hand to the ground and the other hand to the ground."
1298,Exicon,Louganis,"With a coupon, hold the coupon overhead at full arm extension and do a big boy sit-up, keeping the coupon overhead during the entire motion. Don't drop the coupon on your face!"
1299,Exicon,Lounge Act,"Lying on your side, with top leg bent, knee-high and facing up, and foot on ground, lift lower leg.  Switch sides to lift other leg, too. Recommended Reps: 20 each side (XX, of course)"
1300,Exicon,Low Country Crab,"From the crab position (hands and feet, face up, back and bum off the ground), in cadence right hand up to touch left foot up, left hand up to touch right foot up. Repeat. Credit to Homeboy (I think)."
1301,Exicon,Low Country Crap Boil,"similar to Low Country Crab Dip but with one arm dips (again with fingers pointing forward). Starting in crab position, grab left foot with right hand and hold (1), while holding foot dip using left arm (2), press back up (3), release back to crab (4). Repeat, alternating left hand grabbing/holding right foot."
1302,Exicon,Lt Dan Murder Bunnies,"Kneel with legs slightly more than shoulder width apart with coupon longways between them. Bend over and grab the coupon, lift it a few inches off the ground and move it forward until you can’t reach. Then, put the coupon down, transition your weight to the coupon (thru your hands) and hop (think burpee) your knees back to where they are on either side of the coupon."
1303,Exicon,Lt. Danger,Lt. Dans plus a merkin. The sequence goes lunge-lunge-squat-merkin.
1304,Exicon,Lt. Dans,"A Squat and 2 Single-leg Lunge combination in ascending rep counts of each, usually up to 10. From Forrest Gump, Lt. Dan ""ain't got no legs."""
1305,Exicon,Lt. Get-ups,"Perform two leg lunges forward followed by a prisoner get up. Perfect for crossing a field with a Pax. Sort of a mashup of Lt. Dans and Prisoner Get ups. Often greeted with, “what the heck”?"
1306,Exicon,Lt. Inch-Worm Merkin Dan,"Lunge, lunge, inch-worm Merkin, stand."
1307,Exicon,Lt. Mike,Iron Mike with a squat at the end.
1308,Exicon,Luge,"From flat on your back, raise both your head and upper back and feet off the ground. From here, bring your knees and chest together, then return to the starting position."
1309,Exicon,M.E.R.C.Y. High Fives,"Done with FIVE stations at the bottom of a hill. The hill climb and distance is your challenge. PAX must complete each station's circuit at the top of the hill before moving to the next. All stations (except the C-Crawl Station have a WO at the top of the hill which start with 1 Rep and ascend up to 5 Reps before that station's circuit is complete. Station 1 - M - Manmakers (w coupon such as a Dead Seal or Cenderblock) - (Alternate for this is Merkins w/out coupon and must complete the 1-5 Reps at the Top AND Bottom of the hill) Station 2 - E - Elf on the Shelf (w coupon such as a rolled-up section of fire hose or Cenderblock) Station 3 - R - Rock-a-Bye Babies (w coupon such as sledge hammer or Ruck Sack) Station 4 - C - Crawl (aka Bear Crawl) (w coupon such as a high-rise section of fire hose or a Ruck Sack) Station 5 - Y - Yoke Walk (w coupon such as a section of flat-lay fire-hose or a Deal Seal) At the top of the hill, complete the required number of ascending Squats Lord Have MERCY on your muscles after you climb HIGH up the hill FIVE times for FIVE sets."
1311,Exicon,Macarena's,"Start with high plank, down to elbows for low plank, back up to high plank, and then shoulder taps each side = 1 repitition."
1312,Exicon,Makhtar N'Diayes,"From plank position, a 4-count exercise in which you put each elbow to the ground and then back into regular plank. Named for late '90s Sengalese basketball player at UNC notorious for his elbows. Pronunciation: MAC-tar JIE - rhymes with ""sky""."
1313,Exicon,Manatee,"While in the default Superman position, with left hand twist left and back to grab right foot, return to default, then take right hand and twist right and back to grab left foot. Bend at the knee as needed. A nice stretch on that lower back while working your core. If you were in the water you'd probably look as pretty as a Manatee, sometimes referred to as The Sea Cow."
1314,Exicon,Manmaker,Dumbell Merkin followed by right arm and left arm rows. Jump feet in then bring the weights up to shoulders while squatting. Similar to a dead lift. When coming out the squat shoulder press at the top.)
1315,Exicon,Manmaker Merkin,High plank with coupon (cinders are great) laying to your right side. Perform a Merkin. Reach under your body with your left hand and drag the coupon to the opposite side of your body. Flap Jack. Repeato.
1316,Exicon,Maria,Mary and Dora’s Vegan Snowflake Ex-sister-in-law  OYO: 100’s 200 LBC’s 300 Flutter Kicks
1317,Exicon,Mario,"Double Box jumps on picnic tables (or stairs)... Jump to seat, jump to tabletop, stand up, walk down. Named Marios for what we think are obvious reasons."
1318,Exicon,Marionettes,Starting on your six laying flat. Big Boy Sit Up and touch the ground to the left of your legs then return to starting position laying flat. Big Boy Sit Up and touch the ground between your legs then return to starting position laying flat. Big Boy Sit Up and touch the ground to the right of your legs then return to starting position laying flat. This is a 3 count exercise best done OYO so you can embrace the mumble chatter.
1319,Exicon,Mary-Go-Round,"Aka Rotating Dealer’s Choice – making a normal MARY circle for Dealer’s Choice, going around the circle each PAX calls out a 4-count IC exercise . After going around, the Q or one PAX doing one of the exercises as it rotates does 10 IC reps of the exercise on the Q’s lead. PAX does the exercise the PAX to his right did. After a 3-5 sec confirmation, the Q calls out the the cadence and the PAX again do 10. Repeat for a chosen length of time or at the end during normal “MARY” part of the workout. If PAX complete all exercises in the full circle, go back to the left instead."
1320,Exicon,Mary-Go-Round (aka Rotating Dealer's Choice),"Making a normal MARY circle for Dealer's Choice, each PAX calls out a 4-count IC exercise . After going around, each PAX does 10 IC reps of the exercise on the Q's lead. Then each PAX does the exercise the PAX to his right did. Q calls out the cadence and the PAX again do 10. Repeat until time. If completing the full circle, go back to the left instead."
1321,Exicon,Matt Biondi,"Standing, legs shoulder width apart, arms down. Rotate arms in opposite directions (arms straight) so that they are synced to be by your side and above your head in rotation. Popular shoulder warm up for swimmers, thus Matt Biondi ( famous US Olympic swimmer)."
1322,Exicon,Mega Man,"Done to the Mega Man video game theme song, approximately 4 minutes. Routine starts with 4 full squats... on last squat, stay in low squat position drop to hand and then push your self back into squat position (Squat Merkin) x 4. Once squat merkins are completed, from low squat jump up and complete high knee tuck touch jumps x 4 reps. Repeato until song is complete. Everyone knows Mega Man has mad hops!"
1323,Exicon,Men Makers,"Have 2 - 15 pound weights. Do a Merkin. Up into a Burpee. Down into a Merkin. Bear Crawl 5 steps with weights. Rinse and Repeat UNTIL YOU have completed 5 Burpees. Other PAX may Bear Crawl or Lunge, but not to pass the Man who is with the weights"
1324,Exicon,Ménage,Teams of three. Each team does 90 of selected exercise as a group. Planks in between exercises. Repeat times 6.
